Fecha de registro,ID Estación,Bicis disponibles,Anclajes disponibles
11/03/2025 11:22:48,1132,4,2
11/03/2025 11:22:50,1132,4,2
11/03/2025 11:22:53,1132,4,2
11/03/2025 11:22:55,1132,4,2
11/03/2025 11:22:59,1132,4,2
11/03/2025 11:23:01,1132,4,2
